[2025-01-08 09:12:18,624] [panoptic.py:273] [INFO] running sam!
[2025-01-08 09:12:22,846] [panoptic.py:289] [INFO] Processing '/workspaces/FoodSAM/examples/omelette.jpg'...
[2025-01-08 09:12:25,940] [panoptic.py:302] [INFO] sam done!

[2025-01-08 09:12:25,940] [panoptic.py:304] [INFO] running semantic seg model!
[2025-01-08 09:12:27,651] [panoptic.py:318] [INFO] semantic predict done!

[2025-01-08 09:12:27,651] [panoptic.py:320] [INFO] running object detection model
[2025-01-08 09:12:27,656] [config.py:69] [WARNING] Loading config ./configs/Base-CRCNN-COCO.yaml with yaml.unsafe_load. Your machine may be at risk if the file contains malicious content.
[2025-01-08 09:12:28,261] [detection_checkpoint.py:38] [INFO] [DetectionCheckpointer] Loading from ./ckpts/Unified_learned_OCIM_RS200_6x+2x.pth ...
[2025-01-08 09:12:28,261] [checkpoint.py:150] [INFO] [Checkpointer] Loading from ./ckpts/Unified_learned_OCIM_RS200_6x+2x.pth ...
[2025-01-08 09:12:28,471] [checkpoint.py:350] [WARNING] Some model parameters or buffers are not found in the checkpoint:
[34mbackbone.bottom_up.res2.0.conv1.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.0.conv2.bn0.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.0.conv2.bn1.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.0.conv3.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.0.shortcut.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.1.conv1.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.1.conv2.bn0.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.1.conv2.bn1.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.1.conv3.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.2.conv1.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.2.conv2.bn0.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.2.conv2.bn1.num_batches_tracked[0m
[34mbackbone.bottom_up.res2.2.conv3.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.stem.conv1_1.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.stem.conv1_2.norm.num_batches_tracked[0m
[34mbackbone.bottom_up.stem.conv1_3.norm.num_batches_tracked[0m
[2025-01-08 09:12:31,705] [object_detection.py:110] [INFO] /workspaces/FoodSAM/examples/omelette.jpg: detected 16 instances in 3.20s
[2025-01-08 09:12:31,707] [panoptic.py:322] [INFO] object detection done!

[2025-01-08 09:12:31,707] [panoptic.py:324] [INFO] panoramic segmentation!
[2025-01-08 09:12:31,744] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/0 assign label: [ 70, potato, 1.00, 0.0149 ]
[2025-01-08 09:12:31,920] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/117 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,920] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/118 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,920] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/119 assign label: [ 0, background, 1.00, 0.0001 ]
[2025-01-08 09:12:31,921] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/120 assign label: [ 49, sausage, 0.55, 0.0033 ]
[2025-01-08 09:12:31,921] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/121 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,921] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/122 assign label: [ 0, background, 1.00, 0.0001 ]
[2025-01-08 09:12:31,921] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/123 assign label: [ 67, pie, 1.00, 0.0005 ]
[2025-01-08 09:12:31,922] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/124 assign label: [ 67, pie, 1.00, 0.0003 ]
[2025-01-08 09:12:31,922] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/125 assign label: [ 70, potato, 1.00, 0.0002 ]
[2025-01-08 09:12:31,922] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/126 assign label: [ 0, background, 1.00, 0.0002 ]
[2025-01-08 09:12:31,922] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/127 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,923] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/128 assign label: [ 0, background, 1.00, 0.0001 ]
[2025-01-08 09:12:31,923] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/129 assign label: [ 0, background, 1.00, 0.0001 ]
[2025-01-08 09:12:31,923] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/130 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,923] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/131 assign label: [ 73, tomato, 1.00, 0.0005 ]
[2025-01-08 09:12:31,923] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/132 assign label: [ 0, background, 0.93, 0.0002 ]
[2025-01-08 09:12:31,924] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/133 assign label: [ 0, background, 1.00, 0.0003 ]
[2025-01-08 09:12:31,924] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/134 assign label: [ 0, background, 1.00, 0.0003 ]
[2025-01-08 09:12:31,924] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/135 assign label: [ 70, potato, 1.00, 0.0003 ]
[2025-01-08 09:12:31,924] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/136 assign label: [ 0, background, 1.00, 0.0000 ]
[2025-01-08 09:12:31,925] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/137 assign label: [ 70, potato, 0.99, 0.0007 ]
[2025-01-08 09:12:31,925] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/138 assign label: [ 67, pie, 1.00, 0.0002 ]
[2025-01-08 09:12:31,925] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/139 assign label: [ 67, pie, 1.00, 0.0001 ]
[2025-01-08 09:12:31,925] [enhance_semantic_masks.py:28] [INFO] /workspaces/FoodSAM/examples/panoptic/omelette/sam_mask/140 assign label: [ 67, pie, 1.00, 0.0003 ]
[2025-01-08 09:12:32,389] [panoptic.py:334] [INFO] panoramic segmentation done!

[2025-01-08 09:12:32,389] [panoptic.py:336] [INFO] The results saved in /workspaces/FoodSAM/examples/panoptic!

